chrom,start,end,symbol,distance_to_TSS
chr12,122156914,122157517,PITPNM2,3712
chr12,122202422,122202862,PITPNM2,41715
chr12,122440652,122441336,SETD8,6722
chr12,122646123,122646962,DDX55,6082
chr12,123569489,123569925,NCOR2,16394
chr12,123878793,123879154,SCARB1,35372
chr12,123888814,123889442,SCARB1,25217
chr12,123945537,123946136,AC126309.8,6174
chr12,124044363,124044966,BRI3BP,518
chr12,124099599,124100481,AACS,15837
chr12,127662641,127663304,TMEM132C,3687
chr12,128150710,128151151,AC107033.3,4488
chr12,128992599,128993286,TMEM132D,39106
chr12,129179344,129179756,FZD10,33434
chr12,130004561,130004958,GPR133,30
chr12,130329255,130329367,5S_rRNA,20937
chr12,130335481,130336032,5S_rRNA,14492
chr12,130692902,130693319,5S_rRNA,18450
chr12,130910980,130911335,MMP17,32267
chr12,130911337,130912042,MMP17,32799
chr12,130915549,130916430,ULK1,29242
chr12,130922648,130923328,ULK1,22243
chr12,131360674,131361232,AC148477.3,1188
chr12,131552910,131553487,MUC8,7600
chr12,131553489,131554134,MUC8,6987
chr12,131557490,131558220,MUC8,2943
chr12,131708991,131709524,P2RX2,3782
chr12,131709876,131709977,P2RX2,4451
chr12,132042693,132043053,ZNF605,91
chr12,132166149,132166528,ZNF140,771
chr13,18650833,18650907,TUBA3C,3065
chr13,18650909,18651620,TUBA3C,2671
chr13,19103646,19104343,MPHOSPH8,1885
chr13,19266628,19267315,PSPC1,11889
chr13,21001541,21002261,RP11-110K8.1,927
chr13,22174748,22175703,RP11-274P12.2,3119
chr13,22344453,22345270,AL162853.17-1,6565
chr13,22451039,22451736,AL157931.17,1252
chr13,22922294,22922948,SACS,38970
chr13,23599163,23599919,RP11-309I15.2,3589
chr13,23620897,23621455,AL359736.19,11684
chr13,23621741,23622223,AL359736.19,10878
chr13,23733223,23733784,C1QTNF9,45800
chr13,23969147,23969657,PARP4,15545
chr13,25494536,25495334,TMEM46,28262
chr13,26450478,26451278,RP11-545M8.2,1199
chr13,26851862,26852557,Y_RNA,22514
chr13,26897460,26897940,GTF3A,1001
chr13,27096149,27096737,POLR1D,3541
chr13,27507302,27507703,SRP_euk_arch,45782
chr13,28974856,28975335,AL596114.10,15209
chr13,29390927,29391371,RP11-90M5.1,16892
chr13,30088811,30089506,HMGB1,575
chr13,30215095,30215536,ALOX5AP,7647
chr13,30215742,30216441,ALOX5AP,8423
chr13,30400395,30400939,C13orf26,4166
chr13,31540401,31541080,FRY,37304
chr13,32263589,32263888,Y_RNA,28049
chr13,32398573,32399495,RP11-218A18.1,27504
chr13,32431591,32432181,RP11-218A18.1,5348
chr13,32456939,32457566,RP11-218A18.1,30714
chr13,35500283,35501203,AL157694.7,37074
chr13,35501205,35501957,AL157694.7,36236
chr13,35574550,35575033,DCAMKL1,28651
chr13,36101648,36102244,C13orf36,44102
chr13,38121998,38122780,RP11-571G1.1,32313
chr13,38156743,38157594,FREM2,2004
chr13,38158072,38158517,FREM2,878
chr13,38158519,38158774,FREM2,526
chr13,38254517,38255323,AL590007.5,7860
chr13,38362055,38362808,RP11-7B3.3,12092
chr13,39275186,39275894,RP11-304M3.2,14645
chr13,39284322,39284724,RP11-304M3.2,5662
chr13,39653856,39654370,Y_RNA,44850
chr13,40466035,40466325,RP11-2P5.4,714
chr13,40489198,40489862,ELF1,1919
chr13,40533540,40533806,WBP4,12
chr13,40563745,40564517,SRP_euk_arch,29880
chr13,40573865,40574564,SRP_euk_arch,19797
chr13,40980991,40981489,AL354833.9-2,35667
chr13,41254050,41254842,SRP_euk_arch,25366
chr13,42239576,42240801,C13orf30,13562
chr13,44115852,44116473,AL356107.21,15354
chr13,44789089,44789942,AL138963.20-2,17281
chr13,45005597,45006123,5S_rRNA,17878
chr13,45348752,45349625,SIAH3,25342
chr13,45592413,45593004,CPB2,15497
chr13,45593837,45594516,CPB2,16965
chr13,45606949,45607874,CPB2,30200
chr13,45615337,45615793,AL137141.10-1,26314
chr13,46018373,46019113,LRCH1,6560
chr13,46023750,46024207,LRCH1,1325
chr13,47473491,47473877,SUCLA2,222
chr13,48697812,48698615,MLNR,5739
chr13,49247303,49248032,KPNA3,17390
chr13,49562259,49562896,DLEU1,8200
chr13,51378670,51379045,AL162377.10-1,3327
chr13,51379233,51380195,AL162377.10-1,2470
chr13,51391729,51392401,AL162377.10-1,9881
chr13,51401862,51402662,AL162377.10-1,20078
chr13,51408251,51408808,AL162377.10-1,26345
chr13,68158007,68158703,AL355611.11-1,7856
chr13,71185011,71185639,RP11-393H6.3,9004
chr13,72841327,72841980,RP11-30C8.1,38836
chr13,77077112,77077833,Y_RNA,18035
chr13,85061269,85061884,U6,4588
chr13,85061886,85061939,U6,4924
chr13,85061941,85062413,U6,5189
chr13,92674569,92675529,GPC6,2661
chr13,92684300,92685085,GPC6,6982
chr13,94029206,94029735,TGDS,17041
chr13,96629561,96630450,MBNL2,41683
chr13,97328388,97329069,AL356580.13,7335
chr13,97361615,97362270,RP11-383H17.1,10035
chr13,97382136,97383044,IPO5,21339
chr13,97994138,97995095,STK24,32780
chr13,98100534,98101126,RP11-295B17.4,9337
chr13,98109582,98110371,SRP_euk_arch,12258
chr13,98157062,98157388,SRP_euk_arch,34991
chr13,98508643,98509284,DOCK9,27697
chr13,99430169,99430926,ZIC2,1504
chr13,106311527,106312193,AL162574.14-2,2817
chr13,106312195,106312971,AL162574.14-2,2094
chr13,109193894,109194520,IRS2,42708
chr13,112303699,112304212,TUBGCP3,13474
chr13,112318938,112319716,TUBGCP3,28846
chr13,112340302,112341124,C13orf35,8645
chr13,112360475,112361080,C13orf35,11419
chr13,112372225,112372748,ATP11A,20157
chr13,112372750,112373162,ATP11A,19687
chr13,112424823,112425812,ATP11A,32674
chr13,112561990,112562641,MCF2L,34377
chr13,112608217,112608704,MCF2L,11768
chr13,112615829,112616304,MCF2L,19374
chr13,112814899,112815306,F7,6997
chr13,113027803,113028679,LAMP1,28772
chr13,113129489,113130078,ADPRHL1,25969
chr13,113546907,113547439,GAS6,255
chr13,113576530,113576855,GAS6,29774
chr13,113576857,113576918,GAS6,29969
chr13,113576920,113577196,GAS6,30140
chr13,113577198,113577731,GAS6,30546
chr13,113622770,113623461,FAM70B,28757
chr13,113647511,113648127,FAM70B,4053
chr14,20171065,20171409,OR6S1,8452
chr14,21701982,21702984,AE000660.1-14,1399
chr14,21810995,21812131,AE000661.1-1,1870
chr14,21986771,21987342,AE000661.1-8,888
chr14,22305598,22306324,OXA1L,391
chr14,22425661,22426300,REM2,3709
chr14,22611000,22611935,CDH24,14898
chr14,23115436,23116232,JPH4,2014
chr14,23143539,23144179,JPH4,26011
chr14,23203483,23204301,DHRS2,28480
chr14,23204303,23205111,DHRS2,29295
chr14,23435010,23435646,C14orf165,38288
chr14,23600434,23601127,CPNE6,9180
chr14,23641406,23642048,PCK2,8405
chr14,23971671,23972054,KIAA0323,2882
chr14,24022538,24023267,CMA1,24408
chr14,32048566,32049344,AL132988.4-4,18952
chr14,34870485,34871075,PSMA6,39456
chr14,34879660,34880158,PSMA6,48585
chr14,34880160,34880380,PSMA6,48946
chr14,36195310,36195683,PAX9,1036
chr14,36740752,36741321,MIPOL1,4130
chr14,37085920,37086475,FOXA1,48042
chr14,37133850,37133888,FOXA1,370
chr14,37133890,37133930,FOXA1,329
chr14,37133932,37134209,FOXA1,169
chr14,37134727,37135025,FOXA1,637
chr14,37135027,37135125,FOXA1,837
chr14,37135127,37135325,FOXA1,987
chr14,37135327,37135470,FOXA1,1159
chr14,37136030,37136371,FOXA1,1961
chr14,41143650,41143848,LRFN5,2773
chr14,41143850,41144181,LRFN5,2507
chr14,49041888,49042331,AL139099.3-1,46991
chr14,49428687,49429198,ARF6,543
chr14,49529394,49530075,AL117692.5,13252
chr14,49554678,49555326,C14orf182,11015
chr14,49576568,49576989,7SK,28257
chr14,49869443,49870032,ATP5S,20941
chr14,50447024,50447595,PYGL,33674
chr14,50460596,50461434,PYGL,19968
chr14,52220325,52221298,ERO1L,11370
chr14,52688540,52689135,DDHD1,912
chr14,53480061,53480570,BMP4,12963
chr14,53483365,53483835,BMP4,9678
chr14,53499642,53500656,BMP4,6871
chr14,53517143,53518113,AL138479.2,10834
chr14,54808209,54808839,FBXO34,693
chr14,55276818,55277253,AL355773.4,25680
chr14,55277274,55277988,AL355773.4,25084
chr14,57014453,57015258,C14orf105,15467
chr14,57016159,57016993,C14orf105,13746
chr14,57019910,57020533,C14orf105,10101
chr14,57037536,57038347,C14orf105,7619
chr14,57707603,57708084,AL121579.4-1,8398
chr14,57795588,57796215,PSMA3,14556
chr14,57835809,57836228,ARID4A,1044
chr14,57836230,57836315,ARID4A,1298
chr14,57963554,57963794,TIMM9,310
chr14,57963796,57964072,TIMM9,50
chr14,58721510,58722165,DAAM1,3314
chr14,58964653,58965361,GPR135,36805
chr14,59155463,59156293,C14orf38,42633
chr14,60153026,60153278,SIX1,32780
chr14,60153280,60153621,SIX1,32482
chr14,63084346,63084643,PPP2R5E,4663
chr14,63214351,63215065,AL136038.5-2,19118
chr14,63834785,63835868,ESR2,39694
chr14,64353496,64354046,SPTB,5847
chr14,64589617,64590308,MAX,49017
chr14,64646936,64647414,MAX,8196
chr14,64654596,64654903,U2,6263
chr14,64654905,64655522,U2,5799
chr14,64794753,64795423,RPL21P7,9081
chr14,64857241,64858112,AL355076.5-1,41939
chr14,64905853,64906341,FUT8,40965
chr14,66024475,66025329,C14orf53,2061
chr14,66978927,66979213,PLEK2,30490
chr14,66979215,66979467,PLEK2,30761
chr14,66989622,66990114,PLEK2,41288
chr14,66998260,66998668,PLEK2,49884
chr14,67028800,67029274,C14orf83,22917
chr14,67070079,67070980,PLEKHH1,769
chr14,67072383,67072997,PLEKHH1,2930
chr14,67111590,67112222,PIGH,24863
chr14,67291247,67292031,SRP_euk_arch,3626
chr14,67674192,67675053,AL157915.3-1,11755
chr14,67714048,67714902,SRP_euk_arch,28098
chr14,67842982,67843580,AL122013.5-1,32729
chr14,67929727,67930630,AL122013.5-2,28499
chr14,67940897,67941788,AL122013.5-2,17335
chr14,67995114,67996234,AL122013.5-2,36997
chr14,68005090,68005562,AL122013.5-2,46649
chr14,68390489,68390854,AL132986.4-1,7531
chr14,68482386,68482865,ACTN1,33137
chr14,68513845,68514314,ACTN1,1683
chr14,68839377,68840209,GALNTL1,43126
chr14,68894102,68894555,ERH,40445
chr14,68993671,68994256,AL133445.4-2,43436
chr14,69112688,69113447,AL133445.4-1,15128
chr14,69458793,69459544,SMOC1,43273
chr14,70985265,70985985,AC004968.1,467
chr14,71008203,71008677,AC004968.1,23282
chr14,71012231,71013217,AC004968.1,27566
chr14,71037003,71037256,SIPA1L1,28665
chr14,71037258,71037994,SIPA1L1,28168
chr14,72460425,72461354,WDR21A,1948
chr14,72463366,72463523,WDR21A,607
chr14,72463525,72463781,WDR21A,816
chr14,73121326,73122142,AC005225.2,3619
chr14,73138567,73139160,ACOT4,10701
chr14,73170282,73171002,DNAL1,10812
chr14,73265205,73265617,AC006146.2,12931
chr14,73289232,73289963,C14orf43,34051
chr14,73292980,73293492,C14orf43,30412
chr14,73311913,73312620,C14orf43,11382
chr14,73314018,73314472,C14orf43,9403
chr14,73318790,73319692,C14orf43,4407
chr14,73321855,73322458,C14orf43,1492
chr14,73373360,73373710,PTGR2,14845
chr14,73555515,73555591,C14orf45,319
chr14,73555593,73555910,C14orf45,121
chr14,73683325,73684107,AC006349.3-1,27195
chr14,73839319,73839820,ABCD4,58
chr14,73845213,73845704,ABCD4,5947
chr14,73893110,73893492,C14orf115,8383
chr14,74062434,74062782,ISCA2,32393
chr14,74458711,74459365,RPS6KL1,660
chr14,74511764,74512627,PGF,19976
chr14,74514765,74515172,PGF,22749
chr14,74515224,74515609,PGF,23197
chr14,74606189,74606614,FAM164C,350
chr14,74742582,74743377,AL691403.2,4355
chr14,74788753,74789202,FOS,26306
chr14,74791455,74792217,FOS,23447
chr14,74794979,74795470,FOS,20059
chr14,74795472,74795534,FOS,19780
chr14,74796477,74796843,FOS,18623
chr14,74811790,74812187,FOS,3295
chr14,74819664,74820155,FOS,4626
chr14,74826482,74827105,AF111167.2,3975
chr14,74988516,74989143,JDP2,20240
chr14,75057530,75057993,BATF,775
chr14,75083584,75084108,BATF,25310
chr14,75098178,75098767,FLVCR2,16240
chr14,75102471,75102896,FLVCR2,12029
chr14,75190066,75191015,C14orf1,6371
chr14,76310818,76311545,VASH1,12897
chr14,76383062,76383431,C14orf166B,20779
chr14,76427496,76428362,AF111169.2-2,1562
chr14,76436328,76437108,AF111169.2-2,10351
chr14,76441033,76441739,AF111169.2-2,15019
chr14,76455411,76455947,AF111169.2-2,29312
chr14,76460890,76461758,AF111169.2-2,34957
chr14,76489510,76489916,AC007686.5,15065
chr14,76512561,76513098,AC007686.5,8051
chr14,76516443,76517275,AC007686.5,12081
chr14,76605482,76606103,KIAA1737,28538
chr14,76624510,76624876,KIAA1737,9637
chr14,76646941,76647786,KIAA1737,13033
chr14,76678027,76678377,ZDHHC22,2369
chr14,76680235,76680894,ZDHHC22,4731
chr14,76681083,76681530,ZDHHC22,5473
chr14,76732415,76732822,SNORA32,4617
chr14,76854116,76854609,POMT2,2615
chr14,76910319,76911130,TMED8,2480
chr14,76935936,76937132,5S_rRNA,3555
chr14,77353322,77354095,Y_RNA,3529
chr14,77700553,77700934,5S_rRNA,13273
chr14,80761717,80762366,GTF2A1,4995
chr14,80823470,80824296,AL136040.5-2,41224
chr14,80944593,80945384,STON2,10309
chr14,89491784,89491917,TDP1,148
chr14,89491919,89492050,TDP1,14
chr14,89492052,89492189,TDP1,122
chr14,89824080,89824793,AL161662.6,12799
chr14,89827925,89828315,AL161662.6,16483
chr14,89960585,89961237,CALM1,27786
chr14,89980303,89980621,CALM1,47337
chr14,90624726,90625316,C14orf159,25088
chr14,90662515,90663024,SNORA11,248
chr14,90663689,90664251,SNORA11,1449
chr14,90709352,90710260,SNORA11,47285
chr14,90827217,90827642,GPR68,37453
chr14,90928908,90929688,CCDC88C,24587
chr14,90930090,90930853,CCDC88C,23414
chr14,90954163,90954668,CCDC88C,530
chr14,90954670,90954932,CCDC88C,916
chr14,90956772,90957265,CCDC88C,3133
chr14,91413423,91414161,TC2N,41357
chr14,91874108,91874822,SLC24A4,15792
chr14,91884375,91884573,SLC24A4,25801
chr14,91884575,91884885,SLC24A4,26057
chr14,92499942,92500640,CHGA,41094
chr14,92616254,92616653,ITPK1,35526
chr14,92620119,92620530,ITPK1,31655
chr14,92622748,92623406,ITPK1,28902
chr14,92671236,92671968,ITPK1,19623
chr14,92688311,92689086,MOAP1,32303
chr14,93495498,93496297,ASB2,2378
chr14,93857320,93857898,SERPINA6,1831
chr14,93858632,93859266,SERPINA6,491
chr14,93870739,93871630,SERPINA6,11744
chr14,93912119,93912386,SERPINA2,9465
chr14,93926789,93927367,SERPINA1,297
chr14,93988592,93989531,SERPINA11,187
chr14,94172528,94173242,SERPINA13,3929
chr14,94179608,94180171,SERPINA13,3075
chr14,94180173,94180671,SERPINA13,3608
chr14,94273637,94274071,GSC,32397
chr14,94697792,94698256,DICER1,4513
chr14,94733822,94734318,AL356017.3,20338
chr14,94901022,94901645,CLMN,45379
chr14,94977054,94977797,C14orf49,34500
chr14,95021390,95022171,C14orf49,9855
chr14,95047682,95048378,SCARNA13,21688
chr14,95052210,95052652,SCARNA13,17287
chr14,95066308,95066983,SCARNA13,3073
chr14,95152743,95153391,TCL6,33520
chr14,95169578,95170092,TCL6,16752
chr14,95170094,95170793,TCL6,16144
chr14,95760167,95761146,BDKRB2,19707
chr14,95799431,95799923,BDKRB1,7378
chr14,95799972,95800831,BDKRB1,8102
chr14,96165336,96165931,7SK,8970
chr14,96170226,96170603,7SK,4189
chr14,96170605,96171128,7SK,3737
chr14,97036055,97036900,AL355098.3-1,29780
chr14,97046108,97047031,AL355098.3-1,19688
chr14,97310130,97311054,AL355097.5,11672
chr14,98519735,98520396,AL162151.3,10662
chr14,99050571,99051043,CCNK,33316
chr14,99091233,99092068,Y_RNA,27456
chr14,99114891,99115305,Y_RNA,4008
chr14,99126719,99127195,Y_RNA,7851
chr14,99595670,99596116,hsa-mir-342,49851
chr14,99627630,99628210,hsa-mir-342,17824
chr14,99632680,99633167,hsa-mir-342,12821
chr14,99643053,99643467,hsa-mir-342,2484
chr14,99678843,99679268,DEGS2,16656
chr14,99687862,99688192,DEGS2,7684
chr14,99688194,99688447,DEGS2,7391
chr14,99706871,99707539,DEGS2,11494
chr14,99728752,99729257,DEGS2,33293
chr14,99749703,99750307,YY1,24849
chr14,99861183,99861906,C14orf68,2113
chr14,99953722,99954500,WDR25,41566
chr14,100076130,100076584,BEGAIN,29526
chr14,100110257,100110687,BEGAIN,4589
chr14,100196543,100197350,C14orf70,3589
chr14,100353188,100354134,AL117190.6-2,8554
chr14,100365617,100366063,AL117190.6-1,854
chr14,100408343,100408713,hsa-mir-337,2054
chr14,101109531,101110001,DIO3,12102
chr14,102008605,102009105,U6,28910
chr14,102009107,102009788,U6,28318
chr14,102049742,102050582,ANKRD9,4282
chr14,102094515,102095345,AL136293.5-1,24331
chr14,102262321,102262893,Y_RNA,31130
chr14,102262895,102263276,Y_RNA,31608
chr14,102404482,102405011,U6,2801
chr14,102407045,102407589,U6,5372
chr14,102409647,102410011,AL117209.7-2,5881
chr14,102417091,102417687,AL117209.7-2,1679
chr14,103071276,103071766,TRMT61A,6221
chr14,103072252,103072947,TRMT61A,7299
chr14,103074918,103075393,TRMT61A,9855
chr14,103091998,103092466,BAG5,6671
chr14,103162516,103163060,KLC1,2489
chr14,103229422,103230176,XRCC3,21736
chr14,103272264,103272558,ZFYVE21,20514
chr14,103272560,103272788,ZFYVE21,20777
chr14,103273058,103273667,ZFYVE21,21465
chr14,103416121,103416802,PPP1R13B,32782
chr14,103424236,103424942,C14orf2,33029
chr14,103461871,103462406,TDRD9,2413
chr14,103466209,103466843,TDRD9,1975
chr14,103620754,103621039,ASPG,8409
chr14,103621041,103621126,ASPG,8222
chr14,103621128,103621747,ASPG,7868
chr14,104243043,104243511,INF2,16290
chr14,104569554,104569917,CDCA4,11198
chr14,104569919,104570213,CDCA4,11529
chr14,104587752,104588256,GPR132,14794
chr14,104687588,104688232,JAG2,18295
chr14,104719779,104720298,NUDT14,1353
chr14,104837839,104838440,BRF1,234
chr14,104866027,104866698,PACS2,14237
chr14,104917567,104918118,MTA1,39359
chr14,104959990,104960647,MTA1,3117
chr14,104980193,104980967,MTA1,23379
chr14,105075542,105075987,AL928742.9,1144
chr14,105096693,105097516,AL928742.10,10029
chr14,105118954,105119855,IGHA2,6371
chr14,105126370,105127125,IGHA2,972
chr14,105127127,105127525,IGHA2,1551
chr14,105138844,105139350,IGHE,11
chr14,105140862,105140904,IGHE,1775
chr14,105140906,105141634,IGHE,2162
chr14,105162028,105162511,IGHG4,1177
chr14,105181615,105182592,IGHG2,67
chr14,105205738,105206513,AL928761.2,1100
chr14,105206892,105207666,AL928761.2,54
chr14,105246777,105247300,IGHA1,993
chr14,105247302,105248053,IGHA1,1632
chr14,105248055,105248330,IGHA1,2147
chr14,105278949,105279699,IGHM,1127
chr14,105280123,105280468,IGHM,156
chr14,105306505,105307491,IGHG3,1788
chr14,105380629,105381221,IGHD,2129
chr14,105395734,105396377,IGHM,2689
chr14,105436285,105436802,AB019441.1-1,1013
chr14,105436804,105437365,AB019441.1-1,472
chr14,105451503,105452268,AB019441.1-12,593
chr14,105579574,105580115,IGHV3-6,3431
chr14,105693600,105694330,AB019440.1-7,576
chr14,105694332,105694460,AB019440.1-7,1007
chr14,105694462,105694485,AB019440.1-7,1084
chr14,105694487,105694537,AB019440.1-7,1123
chr14,105694539,105694760,AB019440.1-7,1260
chr14,105878729,105879245,AB019439.1-7,2299
chr14,105916990,105917745,AB019439.1-10,549
chr14,105917747,105918547,AB019439.1-10,1329
chr14,106085860,106086856,AB019438.1-6,1917
chr15,20459540,20460241,CYFIP1,15787
chr15,20460243,20460671,CYFIP1,16354
chr15,20468846,20469480,CYFIP1,25060
chr15,23644474,23645023,ATP10A,16663
chr15,23657273,23658161,ATP10A,3694
chr15,25633528,25634072,AC090696.6,37025
chr15,27902606,27903299,TJP1,955
chr15,28907389,28907957,AC004460.1-4,26873
chr15,31148172,31148452,FMN1,936
chr15,31163022,31163799,FMN1,16034
chr15,31281169,31281904,AC019278.6,7348
chr15,36672666,36673627,RASGRP1,28923
chr15,37613812,37614344,THBS1,46493
chr15,37863684,37864122,FSIP1,1573
chr15,38134657,38135567,AC021755.9-4,16309
chr15,38414231,38414580,C15orf52,6054
chr15,38414582,38414617,C15orf52,5860
chr15,38414619,38415043,C15orf52,5628
chr15,38488732,38489560,IVD,4169
chr15,38823799,38824155,FAM82A2,10772
chr15,38905448,38906081,PPP1R14D,2462
chr15,39045350,39046487,CHAC1,12958
chr15,39048314,39048790,CHAC1,15592
chr15,39991360,39992021,SPTBN5,18124
chr15,40093919,40094767,PLA2G4E,36336
chr15,40142229,40143067,PLA2G4E,11969
chr15,40146012,40146627,PLA2G4E,15640
chr15,40163784,40164390,PLA2G4D,9956
chr15,40164540,40165277,PLA2G4D,9135
chr15,41012497,41013360,AC090514.1,6781
chr15,42575884,42576740,AC009996.7,40100
chr15,47547821,47548755,FGF7,45538
chr15,47700145,47700441,C15orf33,116
chr15,47700443,47700663,DTWD1,9
chr15,47700665,47701084,DTWD1,312
chr15,48261003,48261453,SLC27A2,456
chr15,48306400,48307111,Y_RNA,5379
chr15,48433306,48434276,GABPB1,895
chr15,48765478,48765870,TRPM7,612
chr15,48765872,48765972,TRPM7,364
chr15,48766144,48766267,TRPM7,81
chr15,48766269,48766328,TRPM7,12
chr15,48766330,48766554,TRPM7,156
chr15,48766556,48766668,TRPM7,326
chr15,48769863,48770559,AC012100.7-1,1823
chr15,48844389,48845009,AC012100.1,502
chr15,48845076,48845330,AC012100.1,2
chr15,48857693,48858231,AC012100.1,12761
chr15,48877303,48877591,AC012100.1,32246
chr15,48877593,48877879,AC012100.1,32535
chr15,48956442,48956981,AP4E1,31526
chr15,48965245,48965793,AP4E1,22718
chr15,48987911,48988377,AP4E1,93
chr15,49172092,49172579,TNFAIP8L3,12429
chr15,49797354,49797733,LYSMD2,20064
chr15,49798276,49798881,LYSMD2,19029
chr15,49816104,49816518,LYSMD2,1296
chr15,49816520,49816785,LYSMD2,955
chr15,49855298,49855800,TMOD2,24448
chr15,49855802,49855814,TMOD2,24707
chr15,49855816,49856136,TMOD2,24875
chr15,50933819,50934573,RPSAP55,29791
chr15,50945912,50946657,RPSAP55,17703
chr15,51818842,51819626,WDR72,23132
chr15,53847995,53848824,AC009997.7,7818
chr15,53854982,53855420,AC009997.7,14610
chr15,55671129,55671495,GRINL1A,93
chr15,55671497,55671508,GRINL1A,97
chr15,55671510,55672004,GRINL1A,352
chr15,58472567,58472822,ANXA2,4782
chr15,58472824,58472970,ANXA2,4579
chr15,60192524,60192910,FAM148A,46250
chr15,60859002,60859818,hsa-mir-190,43798
chr15,60861549,60862200,hsa-mir-190,41334
chr15,60864913,60865553,hsa-mir-190,37975
chr15,60879817,60880360,hsa-mir-190,23120
chr15,60911524,60911870,hsa-mir-190,8489
chr15,60911872,60912276,hsa-mir-190,8866
chr15,60923986,60924262,hsa-mir-190,20916
chr15,60924264,60924515,hsa-mir-190,21181
chr15,60924517,60925203,hsa-mir-190,21652
chr15,61046120,61047121,AC079328.11,14196
chr15,61057244,61058158,AC079328.11,25277
chr15,61074201,61074647,AC079328.11,42000
chr15,61074677,61075343,AC079328.11,42586
chr15,61098041,61098572,TPM1,23584
chr15,61098914,61099452,TPM1,22707
chr15,61458551,61459179,CA12,2262
chr15,61459849,61460409,CA12,998
chr15,61467038,61467784,CA12,6284
chr15,61474801,61475419,CA12,13983
chr15,61553239,61553658,USP3,30414
chr15,61953582,61954463,hsa-mir-422a,3752
chr15,61963967,61964488,hsa-mir-422a,13957
chr15,61975915,61976738,hsa-mir-422a,26056
chr15,61993415,61993638,hsa-mir-422a,43256
chr15,62600905,62601870,ZNF609,22716
chr15,62703124,62703501,Y_RNA,28827
chr15,62703535,62704143,Y_RNA,28300
chr15,62782918,62783258,OAZ2,12229
chr15,62783260,62783687,OAZ2,12614
chr15,62892356,62892818,C15orf20,12332
chr15,63277567,63278208,CILP,12976
chr15,63306590,63307185,U6,2364
chr15,63384681,63384835,U5,691
chr15,63384837,63385055,U5,879
chr15,63422143,63422603,IGDCC3,35057
chr15,63444638,63445400,IGDCC3,12411
chr15,63678947,63679716,C15orf44,11190
chr15,63911870,63912817,RAB11A,36506
chr15,63949773,63950340,RAB11A,1207
chr15,64369998,64370706,DIS3L,2361
chr15,64444356,64445091,TIPIN,8641
chr15,64637693,64638238,LCTL,6923
chr15,65194124,65194799,SMAD3,49213
chr15,65333318,65333851,AC012568.7,478
chr15,65629656,65630511,MAP2K5,8009
chr15,66871724,66872493,AC090734.6,468
chr15,67561780,67562610,U3,24654
chr15,67579062,67579816,U3,41898
chr15,68108664,68109561,hsa-mir-629,49748
chr15,68171468,68171809,TLE3,5671
chr15,68275920,68276595,U6,3629
chr15,68277312,68278062,U6,5059
chr15,68972186,68972325,LRRC49,215
chr15,69163257,69163953,THSD4,12739
chr15,69184071,69184785,THSD4,8084
chr15,69186784,69187395,THSD4,10745
chr15,69190541,69191182,THSD4,14517
chr15,69193654,69193848,THSD4,17407
chr15,69193850,69194175,THSD4,17668
chr15,69758730,69759347,AC104943.8,46363
chr15,70310676,70311048,PKM2,125
chr15,71775269,71775851,CD276,11886
chr15,71791361,71791709,CD276,27861
chr15,71791711,71791966,CD276,28164
chr15,71795936,71796369,CD276,32478
chr15,71807104,71807445,C15orf59,23594
chr15,71822432,71823198,C15orf59,8053
chr15,71856763,71857459,C15orf59,26243
chr15,71860685,71861020,C15orf59,29984
chr15,71988706,71989465,LOXL1,16756
chr15,72019918,72020500,LOXL1,14368
chr15,72030546,72031159,LOXL1,25011
chr15,72090316,72090934,PML,16559
chr15,72103416,72103946,PML,29615
chr15,72103997,72104822,PML,30343
chr15,72648862,72649311,ARID3B,28487
chr15,72677406,72678043,CLK3,10041
chr15,72803882,72804641,CYP1A1,742
chr15,72805228,72805792,CYP1A1,507
chr15,72843009,72843432,CYP1A2,14984
chr15,72850231,72850935,CSK,11184
chr15,72868509,72868752,CSK,6863
chr15,72868799,72868889,CSK,7077
chr15,72868891,72869337,CSK,7347
chr15,72896162,72896591,CPLX3,760
chr15,72896593,72897383,CPLX3,1372
chr15,72899485,72900017,CPLX3,4135
chr15,72900945,72901388,CPLX3,5550
chr15,72908434,72908970,CPLX3,13086
chr15,72926635,72927594,ULK3,4582
chr15,72970874,72971286,MPI,1631
chr15,73115429,73115720,PPCDC,12595
chr15,73115722,73116122,PPCDC,12943
chr15,73448836,73449538,MAN2C1,1194
chr15,73754465,73754939,AC105020.18-2,3024
chr15,73761637,73762554,AC105020.18-2,4369
chr15,73889274,73889823,AC019294.7-3,11784
chr15,74138373,74139267,C15orf27,533
chr15,74187197,74188223,C15orf27,48357
chr15,74188225,74188687,C15orf27,49103
chr15,74188689,74188968,C15orf27,49475
chr15,75676109,75676762,LINGO1,35451
chr15,75751119,75751458,LINGO1,39402
chr15,76180922,76181170,SNORA63,10353
chr15,76181172,76181253,SNORA63,10519
chr15,76214404,76215339,CIB2,3939
chr15,76219743,76220159,IDH3A,8822
chr15,76225399,76226069,IDH3A,3039
chr15,76354474,76354879,DNAJA4,11126
chr15,77010939,77011151,CTSH,13429
chr15,77011153,77011398,CTSH,13199
chr15,77258393,77259060,hsa-mir-184,30458
chr15,77427284,77428079,TMED3,37142
chr15,78748242,78748704,U6,5306
chr15,78758831,78759317,FAM108C1,15632
